"행정구역별(시군구)","주택의 종류별","항목","단위","2022 년","2023 년",
"안동시","계","(건축연도) 2020년","","129","113",
"안동시","계","(건축연도) 2019년","","12","58",
"안동시","계","(건축연도) 2018년","","20","87",
"안동시","계","(건축연도) 2017년","","102","104",
"안동시","계","(건축연도) 2016년","","86","79",
"안동시","계","(건축연도) 2015년","","195","122",
"안동시","계","(건축연도) 2014년","","20","90",
"안동시","계","(건축연도) 2013년","","124","136",
"안동시","계","(건축연도) 2012년","","18","20",
"안동시","계","(건축연도) 2011년","","62","64",
"안동시","계","(건축연도) 2010년","","75","127",
"안동시","계","(건축연도) 2005~2009년","","307","312",
"안동시","계","(건축연도) 2000~2004년","","789","781",
"안동시","계","(건축연도) 1990~1999년","","2098","2142",
"안동시","계","(건축연도) 1980~1989년","","1041","1080",
"안동시","계","(건축연도) 1979년 이전","","4044","4296",
"안동시","단독주택","주택_계","","4359","4679",
"안동시","단독주택","(건축연도) 2023년","","","X",
"안동시","단독주택","(건축연도) 2022년","","X","X",
"안동시","단독주택","(건축연도) 2021년","","X","X",
"안동시","단독주택","(건축연도) 2020년","","X","X",
"안동시","단독주택","(건축연도) 2019년","","X","X",
"안동시","단독주택","(건축연도) 2018년","","X","6",
"안동시","단독주택","(건축연도) 2017년","","X","X",
"안동시","단독주택","(건축연도) 2016년","","X","X",
"안동시","단독주택","(건축연도) 2015년","","X","X",
"안동시","단독주택","(건축연도) 2014년","","X","X",
"안동시","단독주택","(건축연도) 2013년","","X","X",
"안동시","단독주택","(건축연도) 2012년","","X","X",
"안동시","단독주택","(건축연도) 2011년","","X","X",
"안동시","단독주택","(건축연도) 2010년","","X","X",
"안동시","단독주택","(건축연도) 2005~2009년","","12","10",
"안동시","단독주택","(건축연도) 2000~2004년","","32","29",
"안동시","단독주택","(건축연도) 1990~1999년","","191","222",
"안동시","단독주택","(건축연도) 1980~1989년","","270","308",
"안동시","단독주택","(건축연도) 1979년 이전","","3839","4085",
"안동시","아파트","주택_계","","3773","4162",
"안동시","아파트","(건축연도) 2023년","","","220",
"안동시","아파트","(건축연도) 2022년","","X","X",
"안동시","아파트","(건축연도) 2021년","","10","25",
"안동시","아파트","(건축연도) 2020년","","125","109",
"안동시","아파트","(건축연도) 2019년","","X","44",
"안동시","아파트","(건축연도) 2018년","","18","80",
"안동시","아파트","(건축연도) 2017년","","39","34",
"안동시","아파트","(건축연도) 2016년","","X","X",
"안동시","아파트","(건축연도) 2015년","","185","114",
"안동시","아파트","(건축연도) 2014년","","13","66",
"안동시","아파트","(건축연도) 2013년","","81","87",
"안동시","아파트","(건축연도) 2012년","","X","7",
"안동시","아파트","(건축연도) 2011년","","52","51",
"안동시","아파트","(건축연도) 2010년","","61","111",
"안동시","아파트","(건축연도) 2005~2009년","","262","268",
"안동시","아파트","(건축연도) 2000~2004년","","473","480",
"안동시","아파트","(건축연도) 1990~1999년","","1756","1766",
"안동시","아파트","(건축연도) 1980~1989년","","569","570",
"안동시","아파트","(건축연도) 1979년 이전","","125","130",
"안동시","연립주택","주택_계","","454","458",
"안동시","연립주택","(건축연도) 2023년","","","X",
"안동시","연립주택","(건축연도) 2022년","","X","X",
"안동시","연립주택","(건축연도) 2021년","","X","11",
"안동시","연립주택","(건축연도) 2020년","","X","X",
"안동시","연립주택","(건축연도) 2019년","","X","X",
"안동시","연립주택","(건축연도) 2018년","","X","X",
"안동시","연립주택","(건축연도) 2017년","","X","X",
"안동시","연립주택","(건축연도) 2016년","","X","X",
"안동시","연립주택","(건축연도) 2015년","","X","X",
"안동시","연립주택","(건축연도) 2014년","","X","18",
"안동시","연립주택","(건축연도) 2013년","","7","8",
"안동시","연립주택","(건축연도) 2012년","","X","X",
"안동시","연립주택","(건축연도) 2011년","","X","X",
"안동시","연립주택","(건축연도) 2010년","","X","X",
"안동시","연립주택","(건축연도) 2005~2009년","","15","13",
"안동시","연립주택","(건축연도) 2000~2004년","","230","216",
"안동시","연립주택","(건축연도) 1990~1999년","","45","47",
"안동시","연립주택","(건축연도) 1980~1989년","","119","114",
"안동시","연립주택","(건축연도) 1979년 이전","","29","29",
"안동시","다세대주택","주택_계","","328","344",
"안동시","다세대주택","(건축연도) 2023년","","","X",
"안동시","다세대주택","(건축연도) 2022년","","X","X",
"안동시","다세대주택","(건축연도) 2021년","","X","X",
"안동시","다세대주택","(건축연도) 2020년","","X","X",
"안동시","다세대주택","(건축연도) 2019년","","X","X",
"안동시","다세대주택","(건축연도) 2018년","","X","X",
"안동시","다세대주택","(건축연도) 2017년","","58","65",
"안동시","다세대주택","(건축연도) 2016년","","80","76",
"안동시","다세대주택","(건축연도) 2015년","","8","6",
"안동시","다세대주택","(건축연도) 2014년","","X","X",
"안동시","다세대주택","(건축연도) 2013년","","30","35",
"안동시","다세대주택","(건축연도) 2012년","","10","7",
"안동시","다세대주택","(건축연도) 2011년","","6","11",
"안동시","다세대주택","(건축연도) 2010년","","8","8",
"안동시","다세대주택","(건축연도) 2005~2009년","","12","16",
"안동시","다세대주택","(건축연도) 2000~2004년","","36","34",
"안동시","다세대주택","(건축연도) 1990~1999년","","37","36",
"안동시","다세대주택","(건축연도) 1980~1989년","","32","36",
"안동시","다세대주택","(건축연도) 1979년 이전","","8","10",
"안동시","비주거용 건물 내 주택","주택_계","","223","227",
"안동시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2019년","","10","10",
"안동시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"안동시","비주거용 건물 내 주택","(건축연도) 2010년","","X","5",
"안동시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","6","5",
"안동시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","18","22",
"안동시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","69","71",
"안동시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","51","52",
"안동시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","43","42",
"구미시","계","주택_계","","14038","13841",
"구미시","계","(건축연도) 2023년","","","21",
"구미시","계","(건축연도) 2022년","","X","X",
"구미시","계","(건축연도) 2021년","","17","6",
"구미시","계","(건축연도) 2020년","","9","15",
"구미시","계","(건축연도) 2019년","","88","214",
"구미시","계","(건축연도) 2018년","","125","111",
"구미시","계","(건축연도) 2017년","","284","181",
"구미시","계","(건축연도) 2016년","","328","257",
"구미시","계","(건축연도) 2015년","","59","51",
"구미시","계","(건축연도) 2014년","","33","27",
"구미시","계","(건축연도) 2013년","","161","90",
"구미시","계","(건축연도) 2012년","","226","226",
"구미시","계","(건축연도) 2011년","","256","221",
"구미시","계","(건축연도) 2010년","","222","183",
"구미시","계","(건축연도) 2005~2009년","","714","590",
"구미시","계","(건축연도) 2000~2004년","","2098","2007",
"구미시","계","(건축연도) 1990~1999년","","5173","5231",
"구미시","계","(건축연도) 1980~1989년","","2119","2247",
"구미시","계","(건축연도) 1979년 이전","","2126","2161",
"구미시","단독주택","주택_계","","2114","2202",
"구미시","단독주택","(건축연도) 2023년","","","X",
"구미시","단독주택","(건축연도) 2022년","","X","X",
"구미시","단독주택","(건축연도) 2021년","","X","5",
"구미시","단독주택","(건축연도) 2020년","","X","X",
"구미시","단독주택","(건축연도) 2019년","","X","X",
"구미시","단독주택","(건축연도) 2018년","","X","X",
"구미시","단독주택","(건축연도) 2017년","","X","X",
"구미시","단독주택","(건축연도) 2016년","","X","X",
"구미시","단독주택","(건축연도) 2015년","","X","X",
"구미시","단독주택","(건축연도) 2014년","","X","X",
"구미시","단독주택","(건축연도) 2013년","","X","X",
"구미시","단독주택","(건축연도) 2012년","","X","X",
"구미시","단독주택","(건축연도) 2011년","","X","X",
"구미시","단독주택","(건축연도) 2010년","","X","X",
"구미시","단독주택","(건축연도) 2005~2009년","","25","15",
"구미시","단독주택","(건축연도) 2000~2004년","","26","29",
"구미시","단독주택","(건축연도) 1990~1999년","","123","121",
"구미시","단독주택","(건축연도) 1980~1989년","","174","215",
"구미시","단독주택","(건축연도) 1979년 이전","","1749","1802",
"구미시","아파트","주택_계","","9337","9194",
"구미시","아파트","(건축연도) 2023년","","","20",
"구미시","아파트","(건축연도) 2022년","","X","X",
"구미시","아파트","(건축연도) 2021년","","16","X",
"구미시","아파트","(건축연도) 2020년","","7","15",
"구미시","아파트","(건축연도) 2019년","","86","214",
"구미시","아파트","(건축연도) 2018년","","113","87",
"구미시","아파트","(건축연도) 2017년","","265","166",
"구미시","아파트","(건축연도) 2016년","","241","184",
"구미시","아파트","(건축연도) 2015년","","40","33",
"구미시","아파트","(건축연도) 2014년","","15","15",
"구미시","아파트","(건축연도) 2013년","","7","9",
"구미시","아파트","(건축연도) 2012년","","34","31",
"구미시","아파트","(건축연도) 2011년","","254","219",
"구미시","아파트","(건축연도) 2010년","","222","183",
"구미시","아파트","(건축연도) 2005~2009년","","527","441",
"구미시","아파트","(건축연도) 2000~2004년","","1078","1056",
"구미시","아파트","(건축연도) 1990~1999년","","4430","4464",
"구미시","아파트","(건축연도) 1980~1989년","","1658","1736",
"구미시","아파트","(건축연도) 1979년 이전","","344","321",
"구미시","연립주택","주택_계","","550","533",
"구미시","연립주택","(건축연도) 2023년","","","X",
"구미시","연립주택","(건축연도) 2022년","","X","X",
"구미시","연립주택","(건축연도) 2021년","","X","X",
"구미시","연립주택","(건축연도) 2020년","","X","X",
"구미시","연립주택","(건축연도) 2019년","","X","X",
"구미시","연립주택","(건축연도) 2018년","","5","X",
"구미시","연립주택","(건축연도) 2017년","","8","5",
"구미시","연립주택","(건축연도) 2016년","","63","48",
"구미시","연립주택","(건축연도) 2015년","","X","X",
"구미시","연립주택","(건축연도) 2014년","","5","X",
"구미시","연립주택","(건축연도) 2013년","","16","23",
"구미시","연립주택","(건축연도) 2012년","","22","22",
"구미시","연립주택","(건축연도) 2011년","","X","X",
"구미시","연립주택","(건축연도) 2010년","","X","X",
"구미시","연립주택","(건축연도) 2005~2009년","","8","7",
"구미시","연립주택","(건축연도) 2000~2004년","","86","87",
"구미시","연립주택","(건축연도) 1990~1999년","","227","231",
"구미시","연립주택","(건축연도) 1980~1989년","","100","101",
"구미시","연립주택","(건축연도) 1979년 이전","","X","X",
"구미시","다세대주택","주택_계","","1784","1650",
"구미시","다세대주택","(건축연도) 2023년","","","X",
"구미시","다세대주택","(건축연도) 2022년","","X","X",
"구미시","다세대주택","(건축연도) 2021년","","X","X",
"구미시","다세대주택","(건축연도) 2020년","","X","X",
"구미시","다세대주택","(건축연도) 2019년","","X","X",
"구미시","다세대주택","(건축연도) 2018년","","X","19",
"구미시","다세대주택","(건축연도) 2017년","","X","X",
"구미시","다세대주택","(건축연도) 2016년","","19","20",
"구미시","다세대주택","(건축연도) 2015년","","8","10",
"구미시","다세대주택","(건축연도) 2014년","","10","8",
"구미시","다세대주택","(건축연도) 2013년","","136","57",
"구미시","다세대주택","(건축연도) 2012년","","167","172",
"구미시","다세대주택","(건축연도) 2011년","","X","X",
"구미시","다세대주택","(건축연도) 2010년","","X","X",
"구미시","다세대주택","(건축연도) 2005~2009년","","142","118",
"구미시","다세대주택","(건축연도) 2000~2004년","","880","798",
"구미시","다세대주택","(건축연도) 1990~1999년","","290","311",
"구미시","다세대주택","(건축연도) 1980~1989년","","125","134",
"구미시","다세대주택","(건축연도) 1979년 이전","","X","X",
"구미시","비주거용 건물 내 주택","주택_계","","253","262",
"구미시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2017년","","6","5",
"구미시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"구미시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","12","9",
"구미시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","28","37",
"구미시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","103","104",
"구미시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","62","61",
"구미시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","29","35",
"영주시","계","주택_계","","4068","4155",
"영주시","계","(건축연도) 2023년","","","X",
"영주시","계","(건축연도) 2022년","","X","6",
"영주시","계","(건축연도) 2021년","","52","66",
"영주시","계","(건축연도) 2020년","","13","X",
"영주시","계","(건축연도) 2019년","","X","X",
"영주시","계","(건축연도) 2018년","","7","5",
"영주시","계","(건축연도) 2017년","","9","9",
"영주시","계","(건축연도) 2016년","","111","105",
"영주시","계","(건축연도) 2015년","","36","44",
"영주시","계","(건축연도) 2014년","","8","12",
"영주시","계","(건축연도) 2013년","","66","54",
"영주시","계","(건축연도) 2012년","","45","43",
"영주시","계","(건축연도) 2011년","","72","68",
"영주시","계","(건축연도) 2010년","","X","X",
"영주시","계","(건축연도) 2005~2009년","","83","82",
"영주시","계","(건축연도) 2000~2004년","","410","370",
"영주시","계","(건축연도) 1990~1999년","","1104","1124",
"영주시","계","(건축연도) 1980~1989년","","488","538",
"영주시","계","(건축연도) 1979년 이전","","1557","1622",
"영주시","단독주택","주택_계","","1655","1767",
"영주시","단독주택","(건축연도) 2023년","","","X",
"영주시","단독주택","(건축연도) 2022년","","X","X",
"영주시","단독주택","(건축연도) 2021년","","X","X",
"영주시","단독주택","(건축연도) 2020년","","X","X",
"영주시","단독주택","(건축연도) 2019년","","X","X",
"영주시","단독주택","(건축연도) 2018년","","X","X",
"영주시","단독주택","(건축연도) 2017년","","X","X",
"영주시","단독주택","(건축연도) 2016년","","X","X",
"영주시","단독주택","(건축연도) 2015년","","5","6",
"영주시","단독주택","(건축연도) 2014년","","X","6",
"영주시","단독주택","(건축연도) 2013년","","X","X",
"영주시","단독주택","(건축연도) 2012년","","X","X",
"영주시","단독주택","(건축연도) 2011년","","X","X",
"영주시","단독주택","(건축연도) 2010년","","X","X",
"영주시","단독주택","(건축연도) 2005~2009년","","6","6",
"영주시","단독주택","(건축연도) 2000~2004년","","5","6",
"영주시","단독주택","(건축연도) 1990~1999년","","41","43",
"영주시","단독주택","(건축연도) 1980~1989년","","67","103",
"영주시","단독주택","(건축연도) 1979년 이전","","1514","1577",
"영주시","아파트","주택_계","","1770","1748",
"영주시","아파트","(건축연도) 2023년","","","X",
"영주시","아파트","(건축연도) 2022년","","X","X",
"영주시","아파트","(건축연도) 2021년","","50","60",
"영주시","아파트","(건축연도) 2020년","","12","X",
"영주시","아파트","(건축연도) 2019년","","X","X",
"영주시","아파트","(건축연도) 2018년","","X","X",
"영주시","아파트","(건축연도) 2017년","","8","8",
"영주시","아파트","(건축연도) 2016년","","94","92",
"영주시","아파트","(건축연도) 2015년","","20","24",
"영주시","아파트","(건축연도) 2014년","","X","X",
"영주시","아파트","(건축연도) 2013년","","37","27",
"영주시","아파트","(건축연도) 2012년","","10","7",
"영주시","아파트","(건축연도) 2011년","","63","56",
"영주시","아파트","(건축연도) 2010년","","X","X",
"영주시","아파트","(건축연도) 2005~2009년","","51","50",
"영주시","아파트","(건축연도) 2000~2004년","","344","315",
"영주시","아파트","(건축연도) 1990~1999년","","863","882",
"영주시","아파트","(건축연도) 1980~1989년","","216","227",
"영주시","아파트","(건축연도) 1979년 이전","","X","X",
"영주시","연립주택","주택_계","","292","289",
"영주시","연립주택","(건축연도) 2023년","","","X",
"영주시","연립주택","(건축연도) 2022년","","X","X",
"영주시","연립주택","(건축연도) 2021년","","X","X",
"영주시","연립주택","(건축연도) 2020년","","X","X",
"영주시","연립주택","(건축연도) 2019년","","X","X",
"영주시","연립주택","(건축연도) 2018년","","X","X",
"영주시","연립주택","(건축연도) 2017년","","X","X",
"영주시","연립주택","(건축연도) 2016년","","X","X",
"영주시","연립주택","(건축연도) 2015년","","X","X",
"영주시","연립주택","(건축연도) 2014년","","X","X",
"영주시","연립주택","(건축연도) 2013년","","X","X",
"영주시","연립주택","(건축연도) 2012년","","5","7",
"영주시","연립주택","(건축연도) 2011년","","X","6",
"영주시","연립주택","(건축연도) 2010년","","X","X",
"영주시","연립주택","(건축연도) 2005~2009년","","6","7",
"영주시","연립주택","(건축연도) 2000~2004년","","46","35",
"영주시","연립주택","(건축연도) 1990~1999년","","136","130",
"영주시","연립주택","(건축연도) 1980~1989년","","94","96",
"영주시","연립주택","(건축연도) 1979년 이전","","X","X",
"영주시","다세대주택","주택_계","","197","188",
"영주시","다세대주택","(건축연도) 2023년","","","X",
"영주시","다세대주택","(건축연도) 2022년","","X","X",
"영주시","다세대주택","(건축연도) 2021년","","X","X",
"영주시","다세대주택","(건축연도) 2020년","","X","X",
"영주시","다세대주택","(건축연도) 2019년","","X","X",
"영주시","다세대주택","(건축연도) 2018년","","X","X",
"영주시","다세대주택","(건축연도) 2017년","","X","X",
"영주시","다세대주택","(건축연도) 2016년","","12","9",
"영주시","다세대주택","(건축연도) 2015년","","8","9",
"영주시","다세대주택","(건축연도) 2014년","","X","X",
"영주시","다세대주택","(건축연도) 2013년","","26","25",
"영주시","다세대주택","(건축연도) 2012년","","27","26",
"영주시","다세대주택","(건축연도) 2011년","","X","X",
"영주시","다세대주택","(건축연도) 2010년","","X","X",
"영주시","다세대주택","(건축연도) 2005~2009년","","11","10",
"영주시","다세대주택","(건축연도) 2000~2004년","","6","X",
"영주시","다세대주택","(건축연도) 1990~1999년","","21","17",
"영주시","다세대주택","(건축연도) 1980~1989년","","76","81",
"영주시","다세대주택","(건축연도) 1979년 이전","","X","X",
"영주시","비주거용 건물 내 주택","주택_계","","154","163",
"영주시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"영주시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","9","9",
"영주시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","9","11",
"영주시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","43","52",
"영주시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","35","31",
"영주시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","43","45",
"영천시","계","주택_계","","5653","5401",
"영천시","계","(건축연도) 2023년","","","X",
"영천시","계","(건축연도) 2022년","","X","X",
"영천시","계","(건축연도) 2021년","","102","74",
"영천시","계","(건축연도) 2020년","","44","44",
"영천시","계","(건축연도) 2019년","","80","85",
"영천시","계","(건축연도) 2018년","","928","870",
"영천시","계","(건축연도) 2017년","","X","9",
"영천시","계","(건축연도) 2016년","","50","48",
"영천시","계","(건축연도) 2015년","","32","30",
"영천시","계","(건축연도) 2014년","","122","116",
"영천시","계","(건축연도) 2013년","","34","26",
"영천시","계","(건축연도) 2012년","","34","35",
"영천시","계","(건축연도) 2011년","","113","116",
"영천시","계","(건축연도) 2010년","","9","7",
"영천시","계","(건축연도) 2005~2009년","","195","209",
"영천시","계","(건축연도) 2000~2004년","","316","302",
"영천시","계","(건축연도) 1990~1999년","","1398","1433",
"영천시","계","(건축연도) 1980~1989년","","454","462",
"영천시","계","(건축연도) 1979년 이전","","1736","1531",
"영천시","단독주택","주택_계","","1923","1727",
"영천시","단독주택","(건축연도) 2023년","","","X",
"영천시","단독주택","(건축연도) 2022년","","X","X",
"영천시","단독주택","(건축연도) 2021년","","X","X",
"영천시","단독주택","(건축연도) 2020년","","X","X",
"영천시","단독주택","(건축연도) 2019년","","X","6",
"영천시","단독주택","(건축연도) 2018년","","5","8",
"영천시","단독주택","(건축연도) 2017년","","X","X",
"영천시","단독주택","(건축연도) 2016년","","X","X",
"영천시","단독주택","(건축연도) 2015년","","X","X",
"영천시","단독주택","(건축연도) 2014년","","5","5",
"영천시","단독주택","(건축연도) 2013년","","5","6",
"영천시","단독주택","(건축연도) 2012년","","8","8",
"영천시","단독주택","(건축연도) 2011년","","X","X",
"영천시","단독주택","(건축연도) 2010년","","X","X",
"영천시","단독주택","(건축연도) 2005~2009년","","13","13",
"영천시","단독주택","(건축연도) 2000~2004년","","20","23",
"영천시","단독주택","(건축연도) 1990~1999년","","87","79",
"영천시","단독주택","(건축연도) 1980~1989년","","51","52",
"영천시","단독주택","(건축연도) 1979년 이전","","1705","1501",
"영천시","아파트","주택_계","","3290","3242",
"영천시","아파트","(건축연도) 2023년","","","X",
"영천시","아파트","(건축연도) 2022년","","X","X",
"영천시","아파트","(건축연도) 2021년","","101","71",
"영천시","아파트","(건축연도) 2020년","","43","43",
"영천시","아파트","(건축연도) 2019년","","76","79",
"영천시","아파트","(건축연도) 2018년","","923","862",
"영천시","아파트","(건축연도) 2017년","","X","X",
"영천시","아파트","(건축연도) 2016년","","43","41",
"영천시","아파트","(건축연도) 2015년","","9","6",
"영천시","아파트","(건축연도) 2014년","","111","102",
"영천시","아파트","(건축연도) 2013년","","15","8",
"영천시","아파트","(건축연도) 2012년","","X","X",
"영천시","아파트","(건축연도) 2011년","","109","110",
"영천시","아파트","(건축연도) 2010년","","X","X",
"영천시","아파트","(건축연도) 2005~2009년","","164","175",
"영천시","아파트","(건축연도) 2000~2004년","","257","238",
"영천시","아파트","(건축연도) 1990~1999년","","1126","1177",
"영천시","아파트","(건축연도) 1980~1989년","","309","322",
"영천시","아파트","(건축연도) 1979년 이전","","X","X",
"영천시","연립주택","주택_계","","147","155",
"영천시","연립주택","(건축연도) 2023년","","","X",
"영천시","연립주택","(건축연도) 2022년","","X","X",
"영천시","연립주택","(건축연도) 2021년","","X","X",
"영천시","연립주택","(건축연도) 2020년","","X","X",
"영천시","연립주택","(건축연도) 2019년","","X","X",
"영천시","연립주택","(건축연도) 2018년","","X","X",
"영천시","연립주택","(건축연도) 2017년","","X","X",
"영천시","연립주택","(건축연도) 2016년","","X","X",
"영천시","연립주택","(건축연도) 2015년","","15","17",
"영천시","연립주택","(건축연도) 2014년","","X","X",
"영천시","연립주택","(건축연도) 2013년","","6","7",
"영천시","연립주택","(건축연도) 2012년","","X","X",
"영천시","연립주택","(건축연도) 2011년","","X","X",
"영천시","연립주택","(건축연도) 2010년","","X","X",
"영천시","연립주택","(건축연도) 2005~2009년","","9","12",
"영천시","연립주택","(건축연도) 2000~2004년","","10","8",
"영천시","연립주택","(건축연도) 1990~1999년","","53","57",
"영천시","연립주택","(건축연도) 1980~1989년","","50","49",
"영천시","연립주택","(건축연도) 1979년 이전","","X","X",
"영천시","다세대주택","주택_계","","181","168",
"영천시","다세대주택","(건축연도) 2023년","","","X",
"영천시","다세대주택","(건축연도) 2022년","","X","X",
"영천시","다세대주택","(건축연도) 2021년","","X","X",
"영천시","다세대주택","(건축연도) 2020년","","X","X",
"영천시","다세대주택","(건축연도) 2019년","","X","X",
"영천시","다세대주택","(건축연도) 2018년","","X","X",
"영천시","다세대주택","(건축연도) 2017년","","X","X",
"영천시","다세대주택","(건축연도) 2016년","","X","X",
"영천시","다세대주택","(건축연도) 2015년","","X","X",
"영천시","다세대주택","(건축연도) 2014년","","X","6",
"영천시","다세대주택","(건축연도) 2013년","","X","X",
"영천시","다세대주택","(건축연도) 2012년","","22","20",
"영천시","다세대주택","(건축연도) 2011년","","X","X",
"영천시","다세대주택","(건축연도) 2010년","","5","X",
"영천시","다세대주택","(건축연도) 2005~2009년","","5","5",
"영천시","다세대주택","(건축연도) 2000~2004년","","23","27",
"영천시","다세대주택","(건축연도) 1990~1999년","","91","79",
"영천시","다세대주택","(건축연도) 1980~1989년","","24","21",
"영천시","다세대주택","(건축연도) 1979년 이전","","X","X",
"영천시","비주거용 건물 내 주택","주택_계","","112","109",
"영천시","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"영천시","비주거용 건물 내 주택","(건축연도) 2000~2004년","","6","6",
"영천시","비주거용 건물 내 주택","(건축연도) 1990~1999년","","41","41",
"영천시","비주거용 건물 내 주택","(건축연도) 1980~1989년","","20","18",
"영천시","비주거용 건물 내 주택","(건축연도) 1979년 이전","","30","28",
"상주시","계","주택_계","","5961","5934",
"상주시","계","(건축연도) 2023년","","","X",
"상주시","계","(건축연도) 2022년","","8","X",
"상주시","계","(건축연도) 2021년","","11","13",
"상주시","계","(건축연도) 2020년","","76","62",
"상주시","계","(건축연도) 2019년","","13","15",
"상주시","계","(건축연도) 2018년","","15","7",
"상주시","계","(건축연도) 2017년","","31","12",
"상주시","계","(건축연도) 2016년","","128","116",
"상주시","계","(건축연도) 2015년","","67","59",
"상주시","계","(건축연도) 2014년","","65","74",
"상주시","계","(건축연도) 2013년","","190","179",
"상주시","계","(건축연도) 2012년","","38","36",
"상주시","계","(건축연도) 2011년","","44","49",
"상주시","계","(건축연도) 2010년","","26","19",
"상주시","계","(건축연도) 2005~2009년","","75","71",
"상주시","계","(건축연도) 2000~2004년","","225","207",
