행정구역,소멸위험지수_역수처리,다세대주택,단독주택,폐가계산값,폐가지수,방문자,방문자지수,가중치점수,최종점수
서울특별시 동대문구,0.0440014088302738,423.0,89.0,189.2,0.028140105599762,122127848.5,0.2932443508690801,-0.2820613407875051,12.794134632487625
경기도 김포시,0.04380080926431,1282.0,232.0,547.0,0.0813564363798616,160477569.0,0.3886020269964671,-0.3141306985317994,12.325358340253562
서울특별시 용산구,0.0312334676695586,1495.0,324.0,675.3,0.1004387595746263,160651484.0,0.3890344716147713,-0.32058532615787066,12.231007326727589
대전광역시 서구,0.03190021041794,366.0,674.0,581.5999999999999,0.0865025656280211,155907237.5,0.3772377670934048,-0.3354667852130463,12.013476459582003
서울특별시 성동구,0.030987158536332,439.0,20.0,145.7,0.0216702610247638,119068596.5,0.2856374333321437,-0.351328290908336,11.78161968563678
경기도 하남시,0.0284469515407097,163.0,140.0,146.9,0.0218487394957983,124415672.5,0.2989330906352138,-0.39008520507948413,11.215087525296989
인천광역시 연수구,0.0165844631892523,662.0,8.0,204.2,0.0303710864876924,122191510.0,0.2934026470083905,-0.4127697186074424,10.883494911950633
대전광역시 유성구,0.002884968793847,1094.0,324.0,555.0,0.0825462928534245,144552789.5,0.3490046076108147,-0.4359454926921209,10.544721259802802
서울특별시 종로구,0.0546605562359667,775.0,243.0,402.6,0.0598795270320517,193901375.5,0.4717112771713531,-0.4904811920667176,9.747541498640812
서울특별시 관악구,0.0111680358224457,452.0,135.0,230.1,0.0342232468208522,137192604.5,0.3307032972409607,-0.5028966749071363,9.566057227623173
서울특별시 광진구,0.0164000008268423,500.0,17.0,161.9,0.0240797203837287,147095049.5,0.3553260097631879,-0.5564128542409782,8.78378037871699
경기도 화성시,0.0,3609.0,753.0,1609.8000000000002,0.2394288688926898,276594038.0,0.6773289459829502,-0.636371285287831,7.614981890831292
서울특별시 중구,0.0468226200090107,179.0,49.0,88.0,0.0130884212091916,200571595.0,0.4882969686049994,-0.7032155735373704,6.6378803893764
서울특별시 마포구,0.0073175896626329,2219.0,38.0,692.3,0.1029672045809474,217273770.0,0.5298274041207665,-0.7141652461855262,6.477822711074674
서울특별시 서초구,0.0354636157248532,2759.0,252.0,1004.1,0.1493418606380605,276377010.0,0.6767892996578988,-0.7282349387773501,6.27215790236045
서울특별시 영등포구,0.0201300536684027,393.0,82.0,175.29999999999998,0.0260727299769465,208786455.5,0.5087234540337696,-0.8385784497946862,4.659203181556963
서울특별시 송파구,0.0293738407071329,2342.0,73.0,753.7,0.1120993530155425,277234909.0,0.6789224900416986,-0.8746777175011052,4.131519371899417
서울특별시 강남구,0.031215017839768,5106.0,10.0,1538.8,0.2288688926898193,406361721.5,1.0,-1.157318232731702,0.0
